类别,书名,月票数,时间
[职场商战],无耻之徒,842,2018
[东方玄幻],天骄战纪,832,2018
[都市生活],近身狂兵,787,2018
[东方玄幻],逆天邪神,639,2018
[末世危机],末日岩帝,598,2018
[穿越历史],大明春色,542,2018
[异世大陆],万域之王,417,2018
[进化变异],星辰之主,402,2018
[都市生活],全音阶狂潮,363,2018
[奇幻修真],平天策,359,2018
[奇幻修真],一剑倾国,357,2018
[东方玄幻],元尊,352,2018
[穿越历史],宰执天下,313,2018
[东方玄幻],雪中悍刀行,301,2018
[架空历史],大明1617,285,2018
[奇幻修真],偷香高手,264,2018
[西方奇幻],加冕为王,236,2018
[穿越历史],唐谋天下,230,2018
[都市生活],极品大玩家,224,2018
[都市生活],最强逆袭,205,2018
[传统武侠],刺客残月,200,2018
[东方玄幻],大逆之门,191,2018
[都市生活],妙医鸿途,182,2018
[东方玄幻],一世独尊,180,2018
[奇幻修真],仙路至尊,175,2018
[都市异能],逆鳞,168,2018
[都市生活],特战之王,162,2018
[东方玄幻],无敌剑魂,155,2018
[都市生活],医品宗师,153,2018
[架空历史],锦衣春秋,144,2018
[星际争霸],踏星,141,2018
[东方玄幻],大道问鼎,138,2018
[都市重生],桃运邪医,115,2018
[科技时代],末日崛起,114,2018
[古典仙侠],剑来,41878,2018
[都市重生],神级奶爸,9195,2018
[东方玄幻],圣武星辰,9060,2018
[都市生活],点道为止,8923,2018
[东方玄幻],帝道独尊,7312,2018
[东方玄幻],儒武争锋,5427,2018
[架空历史],大明1617,5363,2018
[奇幻修真],天刑纪,4287,2018
[都市生活],全音阶狂潮,4194,2018
[东方玄幻],人道帝尊,4166,2018
[奇幻修真],九界仙尊,4094,2018
[异世大陆],永夜君王,2845,2018
[都市生活],至尊纨绔,2519,2018
[东方玄幻],万界仙王,2497,2018
[东方玄幻],狂暴逆袭,2308,2018
[都市生活],下山虎,2231,2018
[东方玄幻],天骄战纪,2118,2018
[都市生活],最强狂兵,2050,2018
[东方玄幻],无敌剑域,2038,2018
[都市异能],绝命毒尸,1988,2018
[异世大陆],原血神座,1979,2018
[进化变异],星辰之主,1310,2018
[都市生活],极品大玩家,1235,2018
[都市异能],开个诊所来修仙,1209,2018
[都市生活],近身狂兵,1167,2018
[星际争霸],踏星,949,2018
[穿越历史],大明春色,867,2018
[东方玄幻],踏天无痕,865,2018
[职场商战],无耻之徒,796,2018
[奇幻修真],一剑倾国,777,2018
[都市异能],医品至尊,730,2018
[都市生活],医等狂兵,607,2018
[都市生活],超品战兵,587,2018
[东方玄幻],大夏王侯,562,2018
[都市生活],花都最强狂龙,541,2018
[都市生活],特战之王,510,2018
[都市生活],妙医鸿途,474,2018
[东方玄幻],逆天邪神,450,2018
[奇幻修真],偷香高手,349,2018
[转世重生],官方救世主,346,2018
[奇幻修真],平天策,341,2018
[穿越历史],混在1275,330,2018
[东方玄幻],元尊,312,2018
[都市异能],最强妖孽,307,2018
[东方玄幻],一世独尊,299,2018
[末世危机],行尸腐肉,257,2018
[古典仙侠],剑来,38281,2018
[都市异能],开个诊所来修仙,18222,2018
[都市生活],点道为止,15240,2018
[都市重生],神级奶爸,5451,2018
[都市重生],重生之商业大亨,4742,2018
[都市重生],桃运邪医,4729,2018
[古典仙侠],妖影,3594,2018
[奇幻修真],血染长生,3333,2018
[东方玄幻],藏锋,3210,2018
[东方玄幻],大逆之门,2795,2018
[异世大陆],永夜君王,1779,2018
[东方玄幻],无敌剑域,1755,2018
[都市生活],全音阶狂潮,1670,2018
[东方玄幻],狂暴逆袭,1635,2018
[东方玄幻],无敌剑魂,1621,2018
[古典仙侠],浮沧录,1522,2018
[东方玄幻],天骄战纪,1359,2018
[都市生活],美女总裁的特战兵王,1291,2018
[都市异能],绝命毒尸,1178,2018
[都市生活],近身狂兵,1162,2018
[职场商战],无耻之徒,1079,2018
[异世大陆],原血神座,1073,2018
[穿越历史],大明春色,866,2018
[东方玄幻],逆天邪神,759,2018
[奇幻修真],天刑纪,734,2018
[都市生活],最强狂兵,691,2018
[都市生活],超品战兵,674,2018
[进化变异],星辰之主,669,2018
[东方玄幻],帝道独尊,527,2018
[都市生活],下山虎,521,2018
[东方玄幻],圣武星辰,491,2018
[都市异能],最强妖孽,474,2018
[都市生活],花都最强狂龙,460,2018
[都市生活],医品宗师,376,2018
[星际争霸],踏星,372,2018
[都市异能],极品神眼,346,2018
[架空历史],大明1617,340,2018
[东方玄幻],大夏王侯,329,2018
[都市生活],医等狂兵,322,2018
[奇幻修真],九界仙尊,319,2018
[东方玄幻],元尊,279,2018
[奇幻修真],平天策,266,2018
[东方玄幻],雪中悍刀行,251,2018
[东方玄幻],轮回一剑,221,2018
[奇幻修真],偷香高手,221,2018
[都市生活],妙医鸿途,217,2018
[古典仙侠],剑来,23825,2018
[架空历史],楚臣,16506,2018
[架空历史],锦衣春秋,11471,2018
[都市异能],绝命毒尸,9673,2018
[东方玄幻],圣武星辰,9246,2018
[东方玄幻],天骄战纪,5624,2018
[东方玄幻],剑道通神,3513,2018
[都市生活],大刁民,3409,2018
[奇幻修真],天刑纪,3264,2018
[东方玄幻],帝道独尊,3156,2018
[都市生活],医等狂兵,3086,2018
[都市生活],近身狂兵,2843,2018
[异世大陆],永夜君王,2293,2018
[东方玄幻],儒武争锋,2283,2018
[都市重生],神级奶爸,2237,2018
[东方玄幻],大夏王侯,2183,2018
[都市生活],超品仙医,2163,2018
[都市生活],春雷1979,2030,2018
[都市生活],最强狂兵,1812,2018
[东方玄幻],狂暴逆袭,1811,2018
[都市生活],下山虎,1482,2018
[东方玄幻],无敌剑域,1390,2018
[都市生活],点道为止,673,2018
[穿越历史],大明春色,604,2018
[东方玄幻],逆天邪神,604,2018
[东方玄幻],一世独尊,586,2018
[都市生活],超品战兵,578,2018
[东方玄幻],大逆之门,572,2018
[异世大陆],原血神座,528,2018
[异世大陆],幻神,514,2018
[进化变异],星辰之主,448,2018
[都市生活],全音阶狂潮,414,2018
[架空历史],大明1617,374,2018
[职场商战],无耻之徒,342,2018
[都市异能],开个诊所来修仙,341,2018
[都市生活],最强逆袭,316,2018
[都市生活],美女总裁的特战兵王,315,2018
[都市生活],极品大玩家,315,2018
[奇幻修真],平天策,315,2018
[东方玄幻],元尊,309,2018
[奇幻修真],偷香高手,287,2018
[奇幻修真],仙路至尊,248,2018
[东方玄幻],无敌剑魂,211,2018
[星际争霸],踏星,202,2018
[都市生活],妙医鸿途,201,2018
[东方玄幻],藏锋,177,2018
[东方玄幻],天骄战纪,38314,2018
[古典仙侠],剑来,37475,2018
[都市重生],神级奶爸,10316,2018
[东方玄幻],狂暴逆袭,9760,2018
[东方玄幻],剑道通神,9717,2018
[传统武侠],大华恩仇引,8705,2018
[都市生活],大刁民,7701,2018
[架空历史],楚臣,5371,2018
[东方玄幻],圣武星辰,5202,2018
[都市生活],最强逆袭,3863,2018
[都市异能],绝命毒尸,2932,2018
[奇幻修真],天刑纪,2620,2018
[古典仙侠],浮沧录,2576,2018
[异世大陆],永夜君王,2328,2018
[都市生活],绝品强少,2201,2018
[都市生活],下山虎,1898,2018
[都市生活],最强狂兵,1599,2018
[东方玄幻],无敌剑域,1541,2018
[异世大陆],幻神,1240,2018
[都市生活],全音阶狂潮,1133,2018
[进化变异],星辰之主,1130,2018
[古典仙侠],钧天图,1114,2018
[东方玄幻],元尊,888,2018
[东方玄幻],雪中悍刀行,851,2018
[东方玄幻],逆天邪神,701,2018
[都市生活],猎户出山,661,2018
[西方奇幻],加冕为王,653,2018
[架空历史],宋疆,644,2018
[架空历史],长宁帝军,640,2018
[都市生活],极品大玩家,626,2018
[都市生活],近身狂兵,615,2018
[奇幻修真],偷香高手,566,2018
[奇幻修真],平天策,547,2018
[穿越历史],大明春色,547,2018
[都市生活],点道为止,540,2018
[东方玄幻],帝道独尊,524,2018
[东方玄幻],儒武争锋,522,2018
[都市异能],开个诊所来修仙,459,2018
[职场商战],无耻之徒,454,2018
[都市生活],极品神医,439,2018
[东方玄幻],无敌剑魂,419,2018
[异世大陆],原血神座,378,2018
[东方玄幻],狂锋噬龙,324,2018
[东方玄幻],一世独尊,299,2018
[星际争霸],踏星,292,2018
[都市异能],最强妖孽,276,2018
[架空历史],长宁帝军,17800,2018
[古典仙侠],剑来,13693,2018
[都市生活],最强狂兵,4896,2018
[传统武侠],大华恩仇引,4695,2018
[东方玄幻],逆天邪神,4497,2018
[都市生活],大刁民,4053,2018
[奇幻修真],血染长生,3783,2018
[东方玄幻],天骄战纪,2655,2018
[东方玄幻],大夏王侯,2249,2018
[都市生活],俗人的奋斗,2222,2018
[奇幻修真],天刑纪,1868,2018
[架空历史],楚臣,1438,2018
[东方玄幻],狂暴逆袭,1419,2018
[都市生活],最强逆袭,1390,2018
[进化变异],星辰之主,1237,2018
[异世大陆],永夜君王,1091,2018
[都市重生],神级奶爸,1036,2018
[东方玄幻],无敌剑域,949,2018
[穿越历史],大明春色,908,2018
[都市异能],绝命毒尸,751,2018
[星际争霸],踏星,746,2018
[都市异能],开个诊所来修仙,615,2018
[都市生活],下山虎,612,2018
[职场商战],金钱无罪,532,2018
[都市生活],点道为止,501,2018
[东方玄幻],剑道通神,480,2018
[奇幻修真],偷香高手,472,2018
[东方玄幻],圣武星辰,345,2018
[都市异能],最强妖孽,338,2018
[职场商战],无耻之徒,337,2018
[异世大陆],原血神座,328,2018
[东方玄幻],元尊,324,2018
[奇幻修真],平天策,319,2018
[东方玄幻],九界武神,305,2018
[都市生活],极品大玩家,287,2018
[都市生活],近身狂兵,253,2018
[东方玄幻],一世独尊,229,2018
[架空历史],大明1617,215,2018
[东方玄幻],无敌剑魂,212,2018
[架空历史],宋疆,189,2018
[都市异能],超厉害的天选者们,189,2018
[东方玄幻],狂锋噬龙,184,2018
[都市生活],妙医鸿途,156,2018
[都市生活],医等狂兵,153,2018
[都市异能],极品神眼,153,2018
[东方玄幻],雪中悍刀行,148,2018
[古典仙侠],剑来,41050,2018
[都市生活],医品宗师,17428,2018
[东方玄幻],十方神王,13568,2018
[都市生活],美女总裁的特战兵王,8823,2018
[东方玄幻],帝道独尊,8330,2018
[东方玄幻],儒武争锋,6432,2018
[架空历史],长宁帝军,5553,2018
[末世危机],末日岩帝,4530,2018
[都市生活],超品战兵,4430,2018
[古典仙侠],妖影,3779,2018
[穿越历史],大明春色,3205,2018
[职场商战],无耻之徒,2404,2018
[都市生活],最强狂兵,2035,2018
[传统武侠],大华恩仇引,2008,2018
[都市重生],神级奶爸,1792,2018
[东方玄幻],天骄战纪,1673,2018
[东方玄幻],逆天邪神,1671,2018
[奇幻修真],天刑纪,1510,2018
[东方玄幻],狂暴逆袭,1488,2018
[王朝争霸],盗天之路,1475,2018
[东方玄幻],元尊,1337,2018
[架空历史],楚臣,1103,2018
[都市异能],绝命毒尸,954,2018
[异世大陆],永夜君王,809,2018
[进化变异],星辰之主,771,2018
[东方玄幻],无敌剑域,767,2018
[都市生活],匠心,762,2018
[都市生活],俗人的奋斗,680,2018
[东方玄幻],至尊邪神,556,2018
[东方玄幻],守境人,493,2018
[星际争霸],踏星,449,2018
[都市生活],大刁民,447,2018
[职场商战],金钱无罪,430,2018
[都市生活],下山虎,408,2018
[现代修真],蓝月之主,402,2018
[都市异能],开个诊所来修仙,398,2018
[都市生活],点道为止,363,2018
[都市生活],全音阶狂潮,331,2018
[东方玄幻],大夏王侯,327,2018
[奇幻修真],偷香高手,318,2018
[架空历史],宋疆,310,2018
[都市生活],最强逆袭,291,2018
[都市异能],最强都市修真,284,2018
[架空历史],大明1617,283,2018
[都市生活],医等狂兵,279,2018
[异世大陆],时之使命,270,2018
[东方玄幻],圣武星辰,39027,2018
[古典仙侠],剑来,31990,2018
[都市生活],医品宗师,13796,2018
[东方玄幻],帝道独尊,13233,2018
[奇幻修真],血染长生,11903,2018
[都市重生],神级奶爸,10936,2018
[传统武侠],大华恩仇引,9680,2018
[架空历史],宋疆,8623,2018
[穿越历史],大明春色,5548,2018
[都市生活],霉运阴阳眼,4920,2018
[都市重生],天尊下凡,4379,2018
[架空历史],楚臣,4339,2018
[东方玄幻],天骄战纪,3304,2018
[王朝争霸],盗天之路,2044,2018
[奇幻修真],天刑纪,2019,2018
[东方玄幻],狂暴逆袭,2011,2018
[都市生活],大刁民,1952,2018
[进化变异],星辰之主,1872,2018
[都市生活],等我回家,1666,2018
[都市生活],最强狂兵,1388,2018
[东方玄幻],逆天邪神,1348,2018
[东方玄幻],守境人,1112,2018
[架空历史],长宁帝军,1040,2018
[东方玄幻],至尊邪神,1023,2018
[异世大陆],永夜君王,905,2018
[都市异能],透视神医,845,2018
[都市生活],匠心,843,2018
[现代修真],蓝月之主,774,2018
[都市异能],绝命毒尸,765,2018
[架空历史],大明1617,752,2018
[都市生活],极品大玩家,708,2018
[奇幻修真],偷香高手,664,2018
[都市生活],下山虎,543,2018
[都市异能],开个诊所来修仙,535,2018
[都市生活],绝品强少,489,2018
[都市生活],点道为止,477,2018
[都市生活],近身狂兵,467,2018
[星际争霸],踏星,459,2018
[异术超能],神炎灭世,451,2018
[都市生活],全音阶狂潮,434,2018
[奇幻修真],焚天路,379,2018
[职场商战],无耻之徒,318,2018
[古典仙侠],至高法则系统,274,2018
[东方玄幻],元尊,257,2018
[东方玄幻],儒武争锋,257,2018
[东方玄幻],无敌剑魂,253,2018
[都市生活],妙医鸿途,23737,2018
[古典仙侠],剑来,21166,2018
[都市异能],开个诊所来修仙,12248,2018
[东方玄幻],一剑独尊,4981,2018
[都市生活],医品宗师,4528,2018
[东方玄幻],逆天邪神,4317,2018
[都市生活],王牌大高手,3706,2018
[架空历史],长宁帝军,3358,2018
[都市生活],超品仙医,3099,2018
[奇幻修真],焚天路,3075,2018
[东方玄幻],天骄战纪,2972,2018
[奇幻修真],天刑纪,2226,2018
[都市生活],特战之王,2009,2018
[东方玄幻],大夏王侯,1885,2018
[传统武侠],大华恩仇引,1796,2018
[东方玄幻],狂暴逆袭,1653,2018
[东方玄幻],至尊邪神,1605,2018
[都市生活],俗人的奋斗,1603,2018
[古典仙侠],至高法则系统,1547,2018
[东方玄幻],守境人,1502,2018
[都市生活],最强狂兵,1454,2018
[架空历史],楚臣,1356,2018
[奇幻修真],血染长生,1353,2018
[都市异能],绝命毒尸,1010,2018
[穿越历史],大明春色,945,2018
[都市重生],神级奶爸,659,2018
[异世大陆],永夜君王,606,2018
[都市生活],大刁民,546,2018
[东方玄幻],圣武星辰,531,2018
[进化变异],星辰之主,520,2018
[穿梭时空],寻真路,512,2018
[都市生活],医流武神,487,2018
[现代修真],蓝月之主,486,2018
[都市生活],全音阶狂潮,428,2018
[都市生活],匠心,411,2018
[都市生活],近身狂兵,381,2018
[职场商战],无耻之徒,369,2018
[都市异能],透视神医,357,2018
[东方玄幻],一世独尊,349,2018
[都市生活],下山虎,337,2018
[星际争霸],踏星,336,2018
[都市生活],点道为止,322,2018
[奇幻修真],偷香高手,251,2018
[东方玄幻],元尊,248,2018
[东方玄幻],丹王武神,241,2018
[东方玄幻],无敌剑魂,230,2018
[古典仙侠],剑来,35001,2018
[架空历史],长宁帝军,19036,2018
[都市异能],绝命毒尸,8618,2018
[架空历史],锦衣春秋,6662,2018
[东方玄幻],天骄战纪,6453,2018
[都市生活],医品宗师,5602,2018
[东方玄幻],一剑独尊,5034,2018
[东方玄幻],剑骨,4159,2018
[都市生活],医流武神,4049,2018
[东方玄幻],狂暴逆袭,3766,2018
[都市生活],妙医鸿途,3248,2018
[架空历史],楚臣,2063,2018
[都市重生],重启修仙纪元,1903,2018
[东方玄幻],至尊邪神,1670,2018
[都市生活],最强狂兵,1516,2018
[都市生活],特战之王,1349,2018
[东方玄幻],逆天邪神,1330,2018
[传统武侠],大华恩仇引,1050,2018
[都市生活],超品仙医,964,2018
[穿越历史],大明春色,943,2018
[奇幻修真],天刑纪,908,2018
[东方玄幻],一世独尊,594,2018
[异世大陆],永夜君王,540,2018
[都市生活],全音阶狂潮,536,2018
[都市重生],桃运邪医,519,2018
[都市异能],开个诊所来修仙,491,2018
[都市重生],神级奶爸,470,2018
[星际争霸],踏星,463,2018
[都市生活],匠心,368,2018
[王朝争霸],盗天之路,341,2018
[异术超能],超级吞噬系统,324,2018
[古典仙侠],至高法则系统,318,2018
[都市生活],下山虎,302,2018
[异世大陆],逐恒,290,2018
[东方玄幻],守境人,290,2018
[奇幻修真],偷香高手,265,2018
[职场商战],无耻之徒,247,2018
[都市生活],等我回家,242,2018
[西方奇幻],天神下凡,236,2018
[都市生活],大刁民,232,2018
[现代战争],青天行动,231,2018
[进化变异],星辰之主,212,2018
[奇幻修真],平天策,211,2018
[现代修真],蓝月之主,203,2018
[都市生活],点道为止,202,2018
[东方玄幻],圣武星辰,201,2018
[东方玄幻],一剑独尊,34592,2018
[古典仙侠],剑来,34064,2018
[都市重生],重启修仙纪元,17133,2018
[东方玄幻],帝道独尊,16277,2018
[传统武侠],大华恩仇引,12219,2018
[王朝争霸],盗天之路,9123,2018
[架空历史],长宁帝军,8891,2018
[东方玄幻],剑骨,7526,2018
[都市生活],医品宗师,7108,2018
[都市生活],最强狂兵,5873,2018
[新派武侠],大侠萧金衍,5709,2018
[架空历史],楚臣,3708,2018
[东方玄幻],天骄战纪,2616,2018
[东方玄幻],狂暴逆袭,2416,2018
[都市重生],神级奶爸,2384,2018
[东方玄幻],逆天邪神,2266,2018
[奇幻修真],天刑纪,2241,2018
[都市生活],医流武神,1828,2018
[东方玄幻],大夏王侯,1787,2018
[东方玄幻],至尊邪神,1696,2018
[都市异能],校花的绝品术士,1618,2018
[都市异能],我要做阎罗,1425,2018
[都市生活],大刁民,1368,2018
[奇幻修真],血染长生,1137,2018
[都市生活],点道为止,1106,2018
[都市生活],全音阶狂潮,1093,2018
[异世大陆],永夜君王,1008,2018
[穿越历史],大明春色,957,2018
[星际争霸],踏星,862,2018
[都市生活],匠心,746,2018
[异世大陆],菜刀通天,646,2018
[进化变异],星辰之主,579,2018
[奇幻修真],偷香高手,568,2018
[都市异能],开个诊所来修仙,567,2018
[都市生活],下山虎,525,2018
[都市生活],特战之王,509,2018
[转世重生],官方救世主,438,2018
[东方玄幻],圣武星辰,423,2018
[都市重生],逆流青春年代,415,2018
[东方玄幻],一世独尊,409,2018
[都市异能],绝命毒尸,394,2018
[古典仙侠],十方乾坤,344,2018
[东方玄幻],元尊,338,2018
[古典仙侠],人间最得意,321,2018
[古典仙侠],太平客栈,300,2018
[职场商战],无耻之徒,295,2018
