类别,书名,月票数,时间
[奇幻修真],仙路至尊,794,2017
[东方玄幻],道破轮回,607,2017
[进化变异],星辰之主,443,2017
[末世危机],末日岩帝,439,2017
[东方玄幻],逆天邪神,438,2017
[末世危机],末日之无上王座,435,2017
[东方玄幻],一世独尊,428,2017
[奇幻修真],偷香高手,400,2017
[东方玄幻],天骄战纪,377,2017
[东方玄幻],龙符,363,2017
[都市异能],最强妖孽,309,2017
[架空历史],大明1617,286,2017
[奇幻修真],天刑纪,255,2017
[架空历史],锦衣春秋,249,2017
[东方玄幻],火帝神尊,228,2017
[都市异能],逆鳞,226,2017
[江湖情仇],无间枭雄,218,2017
[都市生活],妙医鸿途,198,2017
[穿越历史],三国之最风流,193,2017
[异世大陆],万域之王,187,2017
[穿越历史],宰执天下,174,2017
[穿越历史],混在1275,151,2017
[都市异能],医流狂兵,149,2017
[都市生活],医品宗师,146,2017
[都市生活],最强逆袭,139,2017
[古典仙侠],剑来,60465,2017
[东方玄幻],大逆之门,24805,2017
[都市生活],极品神医,24505,2017
[都市生活],拔枪,7541,2017
[都市异能],校园超品狂少,6956,2017
[都市异能],末日刁民,6411,2017
[都市生活],最强狂兵,6258,2017
[都市异能],医流狂兵,3757,2017
[异世大陆],原血神座,3703,2017
[东方玄幻],大夏王侯,3691,2017
[转世重生],官方救世主,3093,2017
[都市异能],纯禽记者,2839,2017
[异世大陆],永夜君王,2551,2017
[都市生活],近身狂兵,2383,2017
[奇幻修真],偷香高手,2076,2017
[奇幻修真],九界仙尊,2059,2017
[都市异能],最强妖孽,2039,2017
[都市异能],都市无上仙尊,2026,2017
[异世大陆],异界大村长,2010,2017
[都市生活],霉运阴阳眼,1996,2017
[东方玄幻],踏天无痕,1185,2017
[都市异能],最强救世主,911,2017
[奇幻修真],仙路至尊,871,2017
[东方玄幻],无敌剑域,838,2017
[奇幻修真],天刑纪,735,2017
[末世危机],末日之无上王座,651,2017
[传统武侠],承天,642,2017
[都市生活],超品战兵,629,2017
[都市异能],极品神眼,580,2017
[进化变异],星辰之主,527,2017
[东方玄幻],天骄战纪,519,2017
[东方玄幻],九天剑主,435,2017
[东方玄幻],一世独尊,431,2017
[架空历史],大明1617,411,2017
[东方玄幻],逆天邪神,386,2017
[东方玄幻],盖世帝尊,372,2017
[穿越历史],三国之最风流,363,2017
[都市异能],逆鳞,345,2017
[都市异能],都市最强魔少,310,2017
[都市生活],医等狂兵,309,2017
[都市重生],桃运邪医,293,2017
[穿越历史],唐谋天下,265,2017
[东方玄幻],道破轮回,260,2017
[都市生活],绝品强少,253,2017
[都市生活],全音阶狂潮,242,2017
[都市异能],超品神瞳,235,2017
[东方玄幻],圣武星辰,26115,2017
[东方玄幻],天骄战纪,12168,2017
[东方玄幻],十方神王,8219,2017
[都市生活],极品神医,5880,2017
[都市生活],医品宗师,5864,2017
[穿越历史],大明春色,5249,2017
[奇幻修真],平天策,4925,2017
[异世大陆],原血神座,3596,2017
[都市异能],医流狂兵,3544,2017
[都市生活],至尊纨绔,3470,2017
[东方玄幻],祭炼山河,3424,2017
[东方玄幻],大逆之门,2774,2017
[古典仙侠],剑来,2418,2017
[转世重生],官方救世主,1750,2017
[都市异能],末日刁民,1549,2017
[古典仙侠],钧天图,1357,2017
[东方玄幻],道破轮回,1335,2017
[东方玄幻],无敌剑域,1312,2017
[异世大陆],永夜君王,1299,2017
[都市生活],最强狂兵,1099,2017
[传统武侠],承天,962,2017
[东方玄幻],踏天无痕,834,2017
[末世危机],末日之无上王座,829,2017
[都市异能],纯禽记者,789,2017
[奇幻修真],仙路至尊,694,2017
[都市异能],极品神眼,690,2017
[都市生活],全音阶狂潮,619,2017
[奇幻修真],偷香高手,616,2017
[都市生活],超品战兵,579,2017
[都市生活],近身狂兵,552,2017
[异世大陆],异界大村长,549,2017
[东方玄幻],大道问鼎,480,2017
[东方玄幻],逆天邪神,449,2017
[进化变异],星辰之主,445,2017
[东方玄幻],九天剑主,420,2017
[奇幻修真],九界仙尊,379,2017
[东方玄幻],藏锋,374,2017
[东方玄幻],大夏王侯,360,2017
[都市异能],逆鳞,348,2017
[穿越历史],三国之最风流,335,2017
[架空历史],大明1617,320,2017
[奇幻修真],天刑纪,314,2017
[都市重生],桃运邪医,273,2017
[架空历史],锦衣春秋,257,2017
[东方玄幻],盖世帝尊,236,2017
[都市异能],超品神瞳,232,2017
[东方玄幻],天骄战纪,15387,2017
[都市生活],最强狂兵,12824,2017
[东方玄幻],圣武星辰,6193,2017
[都市生活],医品宗师,4561,2017
[古典仙侠],钧天图,4212,2017
[都市异能],医流狂兵,2651,2017
[东方玄幻],祭炼山河,2643,2017
[东方玄幻],大逆之门,2448,2017
[东方玄幻],轮回剑主,2209,2017
[转世重生],官方救世主,2115,2017
[异世大陆],原血神座,2069,2017
[都市异能],纯禽记者,1672,2017
[都市生活],近身狂兵,1289,2017
[都市重生],桃运邪医,1282,2017
[东方玄幻],踏天无痕,1202,2017
[都市生活],全音阶狂潮,1182,2017
[奇幻修真],九界仙尊,1129,2017
[东方玄幻],无敌剑域,1125,2017
[东方玄幻],逆天邪神,1072,2017
[都市异能],末日刁民,976,2017
[古典仙侠],剑来,954,2017
[异世大陆],永夜君王,843,2017
[末世危机],末日之无上王座,729,2017
[奇幻修真],偷香高手,577,2017
[都市异能],极品神眼,540,2017
[新派武侠],在七扇门当差的日子,508,2017
[东方玄幻],盖世帝尊,485,2017
[东方玄幻],大道问鼎,464,2017
[进化变异],星辰之主,446,2017
[东方玄幻],大夏王侯,394,2017
[奇幻修真],平天策,348,2017
[东方玄幻],九天剑主,327,2017
[架空历史],大明1617,323,2017
[穿越历史],三国之最风流,317,2017
[穿越历史],大明春色,316,2017
[都市异能],最强妖孽,298,2017
[都市异能],逆鳞,281,2017
[奇幻修真],仙路至尊,275,2017
[东方玄幻],火帝神尊,257,2017
[都市异能],都市最强魔少,246,2017
[穿越历史],唐谋天下,227,2017
[东方玄幻],一世独尊,226,2017
[都市异能],绝世巫医,220,2017
[都市生活],医等狂兵,216,2017
[异世大陆],异界大村长,212,2017
[奇幻修真],天刑纪,211,2017
[东方玄幻],元尊,223710,2017
[都市生活],超品战兵,24786,2017
[奇幻修真],平天策,22553,2017
[都市生活],最强狂兵,18842,2017
[东方玄幻],一世独尊,13577,2017
[都市生活],近身狂兵,10417,2017
[古典仙侠],无尽魔焰,9263,2017
[都市异能],医流狂兵,7100,2017
[东方玄幻],盖世帝尊,6763,2017
[穿越历史],大明春色,5302,2017
[东方玄幻],圣武星辰,3950,2017
[古典仙侠],剑来,3834,2017
[东方玄幻],大逆之门,3440,2017
[奇幻修真],九界仙尊,3422,2017
[转世重生],官方救世主,3382,2017
[东方玄幻],大夏王侯,3260,2017
[东方玄幻],轮回一剑,3227,2017
[都市生活],全音阶狂潮,3217,2017
[东方玄幻],洪荒神尊,3201,2017
[东方玄幻],祭炼山河,3052,2017
[进化变异],星辰之主,2893,2017
[异世大陆],原血神座,2056,2017
[东方玄幻],天骄战纪,1554,2017
[东方玄幻],踏天无痕,1501,2017
[都市异能],末日刁民,1372,2017
[异世大陆],永夜君王,1292,2017
[都市生活],花都最强狂龙,961,2017
[东方玄幻],无敌剑域,921,2017
[东方玄幻],逆天邪神,761,2017
[都市异能],纯禽记者,713,2017
[奇幻修真],偷香高手,609,2017
[都市异能],极品神眼,441,2017
[都市生活],医等狂兵,427,2017
[都市异能],最强妖孽,424,2017
[东方玄幻],大道问鼎,398,2017
[奇幻修真],天刑纪,383,2017
[架空历史],大明1617,373,2017
[东方玄幻],龙符,320,2017
[异世大陆],万域之王,314,2017
[都市生活],妙医鸿途,305,2017
[末世危机],末日之无上王座,288,2017
[奇幻修真],仙路至尊,277,2017
[东方玄幻],龙武战神,255,2017
[穿越历史],唐谋天下,249,2017
[东方玄幻],火帝神尊,220,2017
[都市异能],超品神瞳,197,2017
[东方玄幻],儒武争锋,24471,2017
[都市生活],妙医鸿途,10452,2017
[东方玄幻],天骄战纪,10128,2017
[古典仙侠],剑来,10074,2017
[东方玄幻],一世独尊,8723,2017
[都市生活],至尊纨绔,3482,2017
[都市生活],近身狂兵,2443,2017
[东方玄幻],祭炼山河,2358,2017
[都市异能],都市神级高手,2058,2017
[异世大陆],原血神座,2025,2017
[奇幻修真],天刑纪,1585,2017
[都市生活],下山虎,1545,2017
[东方玄幻],大逆之门,1368,2017
[异世大陆],永夜君王,1123,2017
[都市生活],最强狂兵,1114,2017
[转世重生],官方救世主,1068,2017
[都市生活],超品战兵,1046,2017
[穿越历史],大明春色,1012,2017
[东方玄幻],轮回一剑,987,2017
[都市异能],医流狂兵,979,2017
[都市异能],末日刁民,924,2017
[东方玄幻],无敌剑域,722,2017
[东方玄幻],踏天无痕,678,2017
[东方玄幻],逆天邪神,674,2017
[进化变异],星辰之主,609,2017
[东方玄幻],元尊,601,2017
[东方玄幻],圣武星辰,525,2017
[都市生活],极品大玩家,503,2017
[奇幻修真],平天策,500,2017
[东方玄幻],大夏王侯,443,2017
[都市生活],全音阶狂潮,428,2017
[奇幻修真],九界仙尊,418,2017
[都市异能],纯禽记者,402,2017
[东方玄幻],大道问鼎,331,2017
[奇幻修真],偷香高手,315,2017
[东方玄幻],雪中悍刀行,286,2017
[异世大陆],万域之王,257,2017
[都市生活],医等狂兵,242,2017
[末世危机],末日之无上王座,233,2017
[都市重生],重生之商业大亨,227,2017
[异世大陆],不败毒神,226,2017
[奇幻修真],仙路至尊,225,2017
[架空历史],大明1617,214,2017
[都市生活],大刁民,193,2017
[都市异能],最强妖孽,192,2017
[穿越历史],唐谋天下,188,2017
[奇幻修真],平天策,22392,2017
[古典仙侠],剑来,18216,2017
[东方玄幻],圣武星辰,11556,2017
[架空历史],锦衣春秋,10440,2017
[东方玄幻],天骄战纪,7760,2017
[都市生活],超品战兵,7251,2017
[都市异能],最强妖孽,4550,2017
[东方玄幻],人道帝尊,4089,2017
[都市生活],下山虎,3867,2017
[异世大陆],原血神座,3583,2017
[东方玄幻],诸天谣,3378,2017
[都市生活],最强狂兵,2182,2017
[都市异能],都市神级高手,2053,2017
[异世大陆],永夜君王,1751,2017
[都市生活],妙医鸿途,1729,2017
[转世重生],官方救世主,1206,2017
[异世大陆],不败毒神,1105,2017
[都市异能],医流狂兵,1057,2017
[奇幻修真],天刑纪,1009,2017
[都市重生],桃运邪医,965,2017
[东方玄幻],无敌剑域,905,2017
[东方玄幻],踏天无痕,851,2017
[东方玄幻],逆天邪神,784,2017
[都市重生],重生之商业大亨,668,2017
[东方玄幻],大夏王侯,622,2017
[穿越历史],大明春色,598,2017
[都市生活],近身狂兵,594,2017
[东方玄幻],藏锋,590,2017
[都市重生],都市最强修仙,588,2017
[奇幻修真],九界仙尊,538,2017
[进化变异],星辰之主,512,2017
[东方玄幻],大逆之门,468,2017
[奇幻修真],仙路至尊,445,2017
[都市异能],纯禽记者,413,2017
[都市生活],全音阶狂潮,364,2017
[都市生活],这个农民有点虎,362,2017
[新派武侠],在七扇门当差的日子,357,2017
[东方玄幻],元尊,356,2017
[都市异能],超品神瞳,325,2017
[都市异能],逆鳞,312,2017
[都市生活],极品大玩家,307,2017
[东方玄幻],大道问鼎,299,2017
[都市异能],末日刁民,298,2017
[东方玄幻],轮回一剑,288,2017
[奇幻修真],偷香高手,280,2017
[架空历史],大明1617,261,2017
[奇幻修真],平天策,45402,2017
[古典仙侠],剑来,24823,2017
[都市生活],最强狂兵,9634,2017
[东方玄幻],盖世帝尊,9327,2017
[东方玄幻],圣武星辰,8254,2017
[都市异能],绝命毒尸,6124,2017
[奇幻修真],九界仙尊,5688,2017
[东方玄幻],大逆之门,5269,2017
[都市生活],下山虎,4535,2017
[奇幻修真],血染长生,4231,2017
[都市生活],全音阶狂潮,3711,2017
[都市异能],最强妖孽,3338,2017
[东方玄幻],大夏王侯,2917,2017
[转世重生],官方救世主,2906,2017
[异世大陆],原血神座,2904,2017
[都市生活],花都最强狂龙,2676,2017
[东方玄幻],祭炼山河,2333,2017
[奇幻修真],天刑纪,2261,2017
[东方玄幻],无敌剑域,1875,2017
[东方玄幻],九天剑主,1802,2017
[异世大陆],永夜君王,1696,2017
[都市生活],极品大玩家,1542,2017
[进化变异],星辰之主,1522,2017
[东方玄幻],天骄战纪,1508,2017
[古典仙侠],浮沧录,1246,2017
[东方玄幻],道破轮回,1185,2017
[东方玄幻],踏天无痕,1178,2017
[东方玄幻],逆天邪神,964,2017
[东方玄幻],元尊,933,2017
[末世危机],末日岩帝,840,2017
[东方玄幻],轮回一剑,654,2017
[都市生活],这个农民有点虎,580,2017
[穿越历史],宰执天下,571,2017
[都市异能],神品良医,568,2017
[都市生活],超品战兵,534,2017
[穿越历史],大明春色,529,2017
[都市重生],神级奶爸,504,2017
[东方玄幻],大道问鼎,454,2017
[都市生活],近身狂兵,451,2017
[都市生活],妙医鸿途,412,2017
[都市重生],重生之商业大亨,410,2017
[末世危机],行尸腐肉,383,2017
[架空历史],大明1617,363,2017
[奇幻修真],偷香高手,359,2017
[都市异能],纯禽记者,357,2017
[新派武侠],在七扇门当差的日子,309,2017
