类别,书名,月票数,时间
[科技时代],星际传奇,62,2016
[都市生活],最强狂兵,10406,2016
[古典仙侠],仙路争锋,9976,2016
[都市异能],纯禽记者,7653,2016
[东方玄幻],御天神帝,6960,2016
[穿越历史],十国千娇,5628,2016
[东方玄幻],十方神王,4701,2016
[都市生活],全音阶狂潮,2840,2016
[东方玄幻],天骄战纪,2545,2016
[古典仙侠],仙武道纪,2431,2016
[异世大陆],永夜君王,2424,2016
[东方玄幻],雪中悍刀行,2289,2016
[东方玄幻],无敌剑域,2055,2016
[都市异能],逆鳞,1801,2016
[异术超能],超神进化,1352,2016
[都市异能],超品神瞳,1297,2016
[新派武侠],在中原行镖的日子,1217,2016
[东方玄幻],盖世帝尊,1185,2016
[都市生活],近身狂兵,963,2016
[东方玄幻],大夏王侯,937,2016
[东方玄幻],大魔仙,893,2016
[东方玄幻],龙符,863,2016
[进化变异],末日边缘,637,2016
[东方玄幻],逆天邪神,577,2016
[古典仙侠],剑隐仙,507,2016
[奇幻修真],剑王朝,504,2016
[奇幻修真],仙路至尊,455,2016
[穿越历史],宰执天下,358,2016
[奇幻修真],天刑纪,319,2016
[东方玄幻],帝临鸿蒙,313,2016
[都市异能],极品神眼,311,2016
[架空历史],大明1617,309,2016
[都市生活],透视高手,280,2016
[古典仙侠],戮仙,278,2016
[都市生活],霉运阴阳眼,270,2016
[东方玄幻],踏天争仙,266,2016
[东方玄幻],剑道通神,205,2016
[奇幻修真],偷香高手,195,2016
[东方玄幻],大荒蛮神,183,2016
[东方玄幻],仙武同修,106,2016
[都市生活],绝品保镖,102,2016
[虚拟网游],网游之我是终极大BOSS,91,2016
[架空历史],国色生枭,86,2016
[东方玄幻],丹武九重天,80,2016
[东方玄幻],九阳踏天,79,2016
[科技时代],超能纪元,69,2016
[都市异能],神级保镖,66,2016
[古典仙侠],仙路争锋,9389,2016
[东方玄幻],十方神王,5811,2016
[都市生活],超品战兵,5565,2016
[都市生活],最强狂兵,3557,2016
[都市异能],逆鳞,3250,2016
[异世大陆],永夜君王,2903,2016
[都市异能],最强妖孽,2845,2016
[都市生活],全音阶狂潮,2643,2016
[异世大陆],万域之王,2623,2016
[东方玄幻],雪中悍刀行,2475,2016
[东方玄幻],无敌剑域,2096,2016
[都市异能],超品神瞳,1586,2016
[都市异能],纯禽记者,1569,2016
[都市生活],透视高手,1375,2016
[都市异能],极品神眼,1323,2016
[新派武侠],在中原行镖的日子,1281,2016
[架空历史],锦衣春秋,1227,2016
[都市生活],近身狂兵,1219,2016
[古典仙侠],仙武道纪,1216,2016
[东方玄幻],大魔仙,1190,2016
[奇幻修真],仙路至尊,1158,2016
[东方玄幻],逆天邪神,865,2016
[东方玄幻],龙符,849,2016
[东方玄幻],盖世帝尊,833,2016
[东方玄幻],天骄战纪,775,2016
[奇幻修真],偷香高手,697,2016
[进化变异],末日边缘,653,2016
[东方玄幻],御天神帝,641,2016
[古典仙侠],书剑长安,516,2016
[古典仙侠],戮仙,511,2016
[穿越历史],十国千娇,444,2016
[奇幻修真],剑王朝,417,2016
[都市生活],霉运阴阳眼,383,2016
[架空历史],大明1617,340,2016
[东方玄幻],大夏王侯,281,2016
[穿越历史],宰执天下,273,2016
[穿梭时空],无尽破碎,246,2016
[奇幻修真],天刑纪,193,2016
[科技时代],超能纪元,162,2016
[都市生活],绝品保镖,161,2016
[东方玄幻],剑道通神,115,2016
[东方玄幻],丹武九重天,108,2016
[虚拟网游],网游之梦幻法师,105,2016
[虚拟网游],网游之我是终极大BOSS,97,2016
[穿越历史],明贼,91,2016
[古典仙侠],剑隐仙,83,2016
[东方玄幻],踏天无痕,10584,2016
[都市生活],超品战兵,9021,2016
[东方玄幻],诸天谣,6426,2016
[东方玄幻],十方神王,5310,2016
[异世大陆],万域之王,5122,2016
[都市异能],纯禽记者,5057,2016
[都市生活],最强狂兵,4178,2016
[东方玄幻],无敌剑域,3073,2016
[新派武侠],在中原行镖的日子,3055,2016
[古典仙侠],仙路争锋,2692,2016
[异世大陆],永夜君王,2647,2016
[东方玄幻],雪中悍刀行,2147,2016
[都市异能],逆鳞,2110,2016
[东方玄幻],大夏王侯,1977,2016
[都市生活],至尊纨绔,1544,2016
[都市生活],全音阶狂潮,1346,2016
[都市生活],近身狂兵,1253,2016
[东方玄幻],天骄战纪,1126,2016
[穿越历史],宰执天下,1068,2016
[都市异能],超品神瞳,1003,2016
[奇幻修真],仙路至尊,881,2016
[古典仙侠],仙武道纪,812,2016
[奇幻修真],偷香高手,762,2016
[东方玄幻],御天神帝,756,2016
[古典仙侠],剑隐仙,711,2016
[东方玄幻],龙符,708,2016
[都市生活],透视高手,689,2016
[东方玄幻],逆天邪神,642,2016
[架空历史],锦衣春秋,583,2016
[东方玄幻],盖世帝尊,573,2016
[都市生活],霉运阴阳眼,558,2016
[都市异能],最强妖孽,502,2016
[都市异能],极品神眼,500,2016
[进化变异],末日边缘,465,2016
[奇幻修真],剑王朝,411,2016
[穿越历史],明贼,392,2016
[古典仙侠],书剑长安,382,2016
[架空历史],大明1617,360,2016
[穿越历史],十国千娇,298,2016
[奇幻修真],天刑纪,220,2016
[东方玄幻],大魔仙,213,2016
[东方玄幻],剑道通神,149,2016
[东方玄幻],龙武战神,119,2016
[东方玄幻],轩辕神录,118,2016
[穿梭时空],无尽破碎,118,2016
[都市生活],绝品保镖,106,2016
[东方玄幻],大逆之门,37923,2016
[东方玄幻],无敌剑域,20873,2016
[都市生活],超品战兵,13526,2016
[都市生活],最强狂兵,12998,2016
[东方玄幻],诸天谣,12346,2016
[进化变异],星辰之主,10135,2016
[都市异能],纯禽记者,10006,2016
[异世大陆],万域之王,8966,2016
[东方玄幻],踏天无痕,7109,2016
[都市生活],全音阶狂潮,6942,2016
[古典仙侠],仙路争锋,5243,2016
[新派武侠],在中原行镖的日子,4885,2016
[都市异能],极品神眼,4186,2016
[东方玄幻],雪中悍刀行,4022,2016
[异世大陆],永夜君王,3514,2016
[都市生活],近身狂兵,3372,2016
[东方玄幻],剑道通神,3242,2016
[东方玄幻],大魔仙,3053,2016
[东方玄幻],轩辕神录,3043,2016
[古典仙侠],书剑长安,3015,2016
[奇幻修真],偷香高手,2929,2016
[都市异能],超品神瞳,1838,2016
[都市异能],末日刁民,1816,2016
[东方玄幻],天骄战纪,1741,2016
[都市异能],逆鳞,1719,2016
[东方玄幻],盖世帝尊,1684,2016
[东方玄幻],龙符,1126,2016
[都市生活],透视高手,984,2016
[东方玄幻],御天神帝,889,2016
[穿越历史],宰执天下,829,2016
[东方玄幻],一世独尊,810,2016
[古典仙侠],齐天大魔猴,750,2016
[架空历史],大明1617,629,2016
[奇幻修真],仙路至尊,578,2016
[穿梭时空],猩红王座,519,2016
[奇幻修真],剑王朝,519,2016
[东方玄幻],儒武争锋,517,2016
[东方玄幻],逆天邪神,469,2016
[都市异能],最强妖孽,444,2016
[东方玄幻],大夏王侯,429,2016
[科技时代],超能纪元,428,2016
[东方玄幻],十方神王,425,2016
[架空历史],锦衣春秋,411,2016
[穿越历史],大宋王侯,398,2016
[奇幻修真],天刑纪,366,2016
[都市生活],绝品保镖,352,2016
[异世大陆],万域之王,13768,2016
[都市生活],最强狂兵,12371,2016
[东方玄幻],儒武争锋,6664,2016
[东方玄幻],十方神王,5092,2016
[都市生活],至尊纨绔,4385,2016
[江湖情仇],无间枭雄,4103,2016
[东方玄幻],雪中悍刀行,3758,2016
[东方玄幻],无敌剑域,3713,2016
[都市异能],纯禽记者,3627,2016
[都市生活],近身狂兵,3339,2016
[都市生活],超品战兵,3094,2016
[古典仙侠],仙路争锋,2682,2016
[异世大陆],永夜君王,2049,2016
[奇幻修真],偷香高手,2011,2016
[东方玄幻],踏天无痕,1660,2016
[东方玄幻],轩辕神录,1597,2016
[都市异能],逆鳞,1571,2016
[东方玄幻],大夏王侯,1426,2016
[都市异能],极品神眼,1390,2016
[东方玄幻],大逆之门,1296,2016
[东方玄幻],天骄战纪,1038,2016
[进化变异],星辰之主,897,2016
[东方玄幻],大魔仙,817,2016
[都市异能],末日刁民,773,2016
[东方玄幻],盖世帝尊,740,2016
[都市生活],全音阶狂潮,719,2016
[东方玄幻],龙符,704,2016
[东方玄幻],一世独尊,648,2016
[奇幻修真],九界仙尊,548,2016
[都市异能],超品神瞳,522,2016
[奇幻修真],剑王朝,518,2016
[古典仙侠],齐天大魔猴,492,2016
[奇幻修真],仙路至尊,408,2016
[架空历史],大明1617,396,2016
[东方玄幻],御天神帝,385,2016
[东方玄幻],窃日偷天,367,2016
[都市异能],最强妖孽,361,2016
[架空历史],锦衣春秋,334,2016
[新派武侠],在中原行镖的日子,330,2016
[东方玄幻],逆天邪神,322,2016
[古典仙侠],仙武道纪,295,2016
[都市生活],透视高手,261,2016
[进化变异],末日边缘,217,2016
[穿越历史],宰执天下,209,2016
[古典仙侠],书剑长安,209,2016
[奇幻修真],天刑纪,178,2016
[东方玄幻],祭炼山河,47037,2016
[东方玄幻],御天神帝,37860,2016
[都市生活],最强狂兵,25122,2016
[都市生活],超品战兵,17885,2016
[都市生活],妙医鸿途,10755,2016
[东方玄幻],雪中悍刀行,7327,2016
[都市异能],末日刁民,5859,2016
[进化变异],星辰之主,5510,2016
[东方玄幻],大逆之门,4999,2016
[古典仙侠],仙武道纪,4463,2016
[古典仙侠],仙路争锋,3885,2016
[都市异能],纯禽记者,3661,2016
[东方玄幻],十方神王,3598,2016
[东方玄幻],无敌剑域,3433,2016
[奇幻修真],偷香高手,2907,2016
[东方玄幻],丹武九重天,2867,2016
[东方玄幻],九天剑主,2832,2016
[东方玄幻],踏天无痕,2792,2016
[都市异能],极品神眼,2744,2016
[东方玄幻],盖世帝尊,2480,2016
[异世大陆],永夜君王,2177,2016
[都市生活],全音阶狂潮,2047,2016
[东方玄幻],儒武争锋,2026,2016
[架空历史],锦衣春秋,1949,2016
[都市生活],近身狂兵,1853,2016
[都市异能],逆鳞,1745,2016
[都市生活],透视高手,1651,2016
[江湖情仇],无间枭雄,1503,2016
[穿越历史],大宋王侯,1221,2016
[东方玄幻],天骄战纪,1206,2016
[东方玄幻],龙符,996,2016
[新派武侠],在中原行镖的日子,988,2016
[奇幻修真],仙路至尊,941,2016
[都市异能],超品神瞳,850,2016
[奇幻修真],九界仙尊,834,2016
[异世大陆],踏破星河,685,2016
[都市异能],最强妖孽,667,2016
[架空历史],大明1617,549,2016
[进化变异],末日边缘,544,2016
[东方玄幻],大夏王侯,451,2016
[奇幻修真],剑王朝,433,2016
[东方玄幻],逆天邪神,369,2016
[古典仙侠],书剑长安,364,2016
[异世大陆],万域之王,348,2016
[奇幻修真],天刑纪,334,2016
[东方玄幻],一世独尊,288,2016
[新派武侠],在中原行镖的日子,12544,2016
[都市异能],最强妖孽,7589,2016
[东方玄幻],十方神王,6703,2016
[都市生活],超品战兵,5192,2016
[都市异能],纯禽记者,4248,2016
[东方玄幻],火帝神尊,3790,2016
[东方玄幻],丹武九重天,2989,2016
[东方玄幻],大夏王侯,2883,2016
[都市生活],妙医鸿途,2631,2016
[东方玄幻],儒武争锋,2610,2016
[东方玄幻],无敌剑域,2150,2016
[都市生活],最强狂兵,2047,2016
[末世危机],末世危城,1991,2016
[古典仙侠],仙路争锋,1819,2016
[异世大陆],永夜君王,1775,2016
[都市生活],全音阶狂潮,1472,2016
[奇幻修真],偷香高手,1308,2016
[东方玄幻],九天剑主,1231,2016
[都市异能],末日刁民,1203,2016
[东方玄幻],祭炼山河,1166,2016
[都市异能],逆鳞,1055,2016
[东方玄幻],踏天无痕,1034,2016
[东方玄幻],盖世帝尊,915,2016
[古典仙侠],齐天大魔猴,913,2016
[东方玄幻],九星杀神,900,2016
[都市生活],透视高手,867,2016
[进化变异],星辰之主,811,2016
[奇幻修真],九界仙尊,801,2016
[东方玄幻],天骄战纪,780,2016
[都市异能],极品神眼,766,2016
[架空历史],锦衣春秋,733,2016
[都市异能],超品神瞳,730,2016
[都市生活],近身狂兵,721,2016
[东方玄幻],龙符,720,2016
[奇幻修真],仙路至尊,621,2016
[东方玄幻],御天神帝,599,2016
[架空历史],大明1617,596,2016
[东方玄幻],雪中悍刀行,553,2016
[江湖情仇],无间枭雄,540,2016
[东方玄幻],大逆之门,509,2016
[奇幻修真],剑王朝,378,2016
[都市生活],极品神医,375,2016
[都市生活],霉运阴阳眼,359,2016
[异世大陆],万域之王,308,2016
[都市异能],非凡高手,300,2016
[东方玄幻],一世独尊,276,2016
[东方玄幻],龙符,12583,2016
[都市生活],超品战兵,10487,2016
[都市生活],最强狂兵,8391,2016
[东方玄幻],十方神王,6903,2016
[东方玄幻],儒武争锋,5242,2016
[古典仙侠],书剑长安,5158,2016
[东方玄幻],祭炼山河,3004,2016
[东方玄幻],踏天无痕,2918,2016
[新派武侠],在中原行镖的日子,2861,2016
[都市异能],纯禽记者,2598,2016
[东方玄幻],火帝神尊,2565,2016
[都市生活],近身狂兵,2054,2016
[奇幻修真],九死仙尊,1821,2016
[东方玄幻],无敌剑域,1703,2016
[都市异能],末日刁民,1557,2016
[异世大陆],原血神座,1519,2016
[都市生活],霉运阴阳眼,1511,2016
[都市异能],非凡高手,1365,2016
[都市生活],极品神医,1334,2016
[都市异能],逆鳞,1294,2016
[东方玄幻],天骄战纪,1161,2016
[奇幻修真],偷香高手,1100,2016
[奇幻修真],仙路至尊,1092,2016
[都市生活],全音阶狂潮,896,2016
[都市生活],透视高手,794,2016
[东方玄幻],御天神帝,788,2016
[异世大陆],永夜君王,783,2016
[奇幻修真],九界仙尊,737,2016
[东方玄幻],盖世帝尊,649,2016
[架空历史],锦衣春秋,618,2016
[都市异能],极品神眼,605,2016
[进化变异],星辰之主,507,2016
[东方玄幻],雪中悍刀行,486,2016
[都市异能],超品神瞳,440,2016
[奇幻修真],剑王朝,433,2016
[架空历史],大明1617,381,2016
[江湖情仇],无间枭雄,361,2016
[东方玄幻],九星杀神,355,2016
[东方玄幻],一世独尊,323,2016
[东方玄幻],大夏王侯,317,2016
[都市异能],最强妖孽,294,2016
[虚拟网游],网游之梦幻法师,292,2016
[东方玄幻],逆天邪神,277,2016
[东方玄幻],大逆之门,246,2016
[东方玄幻],剑道通神,219,2016
[都市生活],仙界app,201,2016
[都市生活],最强狂兵,34062,2016
[都市异能],纯禽记者,20926,2016
[都市生活],近身狂兵,18941,2016
[东方玄幻],龙符,9616,2016
[异世大陆],万域之王,9530,2016
[异世大陆],原血神座,6949,2016
[东方玄幻],轮回剑主,6943,2016
[都市异能],极品神眼,6813,2016
[奇幻修真],九界仙尊,6709,2016
[东方玄幻],盖世帝尊,6462,2016
[都市生活],最强逆袭,6340,2016
[东方玄幻],帝临鸿蒙,4846,2016
[东方玄幻],大逆之门,4693,2016
[东方玄幻],大夏王侯,4003,2016
[奇幻修真],九死仙尊,3980,2016
[东方玄幻],无敌剑域,3653,2016
[都市生活],妙医鸿途,3389,2016
[都市生活],霉运阴阳眼,3361,2016
[都市异能],末日刁民,3358,2016
[东方玄幻],儒武争锋,2721,2016
[东方玄幻],诸天谣,2160,2016
[古典仙侠],钧天图,2142,2016
[都市生活],全音阶狂潮,1824,2016
[东方玄幻],踏天无痕,1628,2016
[异世大陆],永夜君王,1214,2016
[进化变异],星辰之主,1205,2016
[末世危机],末世危城,1150,2016
[奇幻修真],仙路至尊,1149,2016
[东方玄幻],御天神帝,986,2016
[东方玄幻],一世独尊,972,2016
[都市异能],逆鳞,970,2016
[都市异能],超品神瞳,891,2016
[都市生活],透视高手,773,2016
[东方玄幻],天骄战纪,711,2016
[架空历史],锦衣春秋,711,2016
[奇幻修真],偷香高手,627,2016
[东方玄幻],祭炼山河,621,2016
[都市生活],超品战兵,604,2016
[东方玄幻],雪中悍刀行,546,2016
[奇幻修真],帝念永存,518,2016
[奇幻修真],天刑纪,456,2016
[穿越历史],大宋王侯,445,2016
[新派武侠],在中原行镖的日子,438,2016
[架空历史],大明1617,389,2016
[奇幻修真],剑王朝,374,2016
[穿越历史],三国之最风流,336,2016
